,,,,,,,5D_returns,5D_returns,5D_returns,5D_returns,5D_returns,10D_returns,10D_returns,10D_returns,10D_returns,10D_returns
,,,,,,,count,mean,median,min,max,count,mean,median,min,max
10_cross_30,MACD_Signal_MACD,MACD_lim,abv_50,abv_200,5D_positive,10D_positive,,,,,,,,,,
0,0,0,0,0,0,0,1648,-4.146402008845326,-2.7333526310886214,-99.57901293870731,0.0,1648,-5.780154616676675,-3.754889768822749,-99.52777858063327,0.0
0,0,0,0,0,0,1,655,-1.7207710376379073,-1.1694522304389312,-19.696836318653133,0.0,655,2.614043022198891,1.595067875113684,0.005846997324594926,29.202756983319073
0,0,0,0,0,1,0,514,1.6244007526277189,1.0626089024485483,0.004605331242950445,17.74261051840338,514,-2.531692389209573,-1.727900831334257,-18.8140245539987,0.0
0,0,0,0,0,1,1,1880,4.350568381680696,2.826944244843225,0.00579501104161986,965.5798861425981,1880,5.702690920970492,3.981953921901505,0.021085266226082044,829.5980012630604
0,0,0,0,1,0,0,1308,-3.9112405143593176,-2.253179535968849,-99.63698569629435,0.0,1308,-5.456563230533259,-3.052182539317971,-99.66330495384615,0.0
0,0,0,0,1,0,1,464,-1.5116016490450501,-1.0598513870824653,-9.804154935453532,0.0,464,2.4572272741431704,1.8024368359581877,0.00693225180372214,15.326395107605522
0,0,0,0,1,1,0,440,1.773742431567369,1.1441513719427547,0.008961249429449068,15.92953489223738,440,-2.2631530852969415,-1.543600938575207,-16.159285750504036,0.0
0,0,0,0,1,1,1,1559,5.434962445311909,2.468854923750678,0.005032066487957159,1111.0320271327364,1559,6.970080536609051,3.637297469494104,0.005919766665624093,1088.1595564248971
0,0,0,1,0,0,0,132,-3.9781718018720955,-2.9126876046255017,-21.482424115877556,-0.012105622890706127,132,-6.0234015396330705,-4.936409480771088,-21.913224696494055,-0.2077915945441339
0,0,0,1,0,0,1,40,-2.0272475187506056,-1.459274106535174,-8.575216761365493,0.0,40,2.6324234687235184,2.5537196978391963,0.049156388951233115,7.745878745785846
0,0,0,1,0,1,0,39,2.008590367522626,1.5718686845972853,0.020955847860944326,7.99205478995242,39,-2.2082899976203643,-1.450481468010564,-8.953836600678402,-0.0576248720575371
0,0,0,1,0,1,1,149,3.126236338431846,2.3822010613962012,0.06129646393071439,17.055630626784723,149,4.468371551331432,4.166465826307177,0.21368518133320283,19.251158108849513
0,0,0,1,1,0,0,299,-3.983129010418344,-2.396550373235583,-99.67793142226358,0.0,299,-4.829539502547524,-2.9379725099426266,-99.64603051369821,0.0
0,0,0,1,1,0,1,107,-1.8288734268538438,-1.1700303437494708,-9.936403143933308,-0.008741608266199262,107,2.5674095172876155,1.5004630565739727,0.050316327158178444,14.654200591534808
0,0,0,1,1,1,0,130,1.73455727902637,1.368433613843726,0.022933149868134387,7.039561974262582,130,-2.6455088875546005,-1.9854295560578696,-13.55556258519443,-0.047395977280984776
0,0,0,1,1,1,1,379,3.1315836389355063,2.50505721560272,0.016574134333279773,18.067927531772675,379,4.739762590113384,3.7096470209741854,0.01716062842697475,20.556256906925345
0,0,1,0,1,0,0,12,-3.3555574264905856,-2.942925549964435,-8.709030048279196,-0.22240609552192495,12,-3.730229917563419,-2.9955587346235895,-9.028837383966287,0.0
0,0,1,0,1,0,1,7,-1.0515337148121342,-0.9447991192991478,-2.081960262795932,-0.32197274809042103,7,1.614288785216853,1.4296953401517303,0.30853927143590637,3.1688378548057687
0,0,1,0,1,1,0,1,0.18615418542046275,0.18615418542046275,0.18615418542046275,0.18615418542046275,1,-1.741539577835071,-1.741539577835071,-1.741539577835071,-1.741539577835071
0,0,1,0,1,1,1,14,1.9700566533476687,2.367449077065094,0.018167986694096565,4.152810643221697,14,3.6501662799476735,3.912967629273183,0.6591506863856049,6.674981465797651
0,0,1,1,0,0,0,64,-3.055242849347395,-2.983595633717505,-13.60945954637305,-0.04466754257305611,64,-4.167431133630452,-3.918278731456743,-12.594086063643267,-0.20822345288326302
0,0,1,1,0,0,1,28,-1.1967349608463211,-0.8147917822248923,-4.472482745587697,-0.014561797010278649,28,3.9889945580357318,2.526131964101724,0.22583593623128856,12.09526617847833
0,0,1,1,0,1,0,14,1.435839805814172,1.0680297488403858,0.18815485811411073,4.551176039733191,14,-2.180477652944277,-2.4517605888268355,-4.2489663576014856,-0.07213177222377573
0,0,1,1,0,1,1,73,2.9814486273843688,1.9817441971349457,0.14359658017950006,12.796678112828857,73,4.913228062251419,4.047908206929075,0.07257846241311033,14.616765420903604
0,0,1,1,1,0,0,423,-3.1470430998215324,-2.280621583404054,-16.98973264126122,0.0,423,-5.221505759671014,-3.261896256533045,-99.68470825381024,-0.00812075731862537
0,0,1,1,1,0,1,123,-2.0667932668273963,-1.0051245703200917,-79.99451492314557,0.0,123,2.5306038637168373,2.0667378593420707,0.013896257801929681,17.886691062978034
0,0,1,1,1,1,0,130,1.5333063106125318,1.2194553221249924,0.004781364486394489,8.682635922491357,130,-3.8637615729552857,-2.130192428394115,-99.63151644693774,-0.02884530862201251
0,0,1,1,1,1,1,458,3.3065842606251787,2.599925498647119,0.019297880044352712,18.16305319275999,458,5.135730612515954,4.239377373371566,0.016061883860681997,39.44809328135472
0,1,0,0,0,0,0,1432,-3.608268240967723,-2.3312904376351735,-99.62723688705366,0.0,1432,-4.972528750445581,-3.1338707837773736,-99.62826234726148,0.0
0,1,0,0,0,0,1,597,-1.8248495599461967,-1.2558546147504492,-13.653642999503218,0.0,597,3.4239789481560847,2.1396677455747195,0.004134803895798039,39.22107694336713
0,1,0,0,0,1,0,457,1.8045148104189217,1.0680863259910605,0.015749174914697264,17.281737427581533,457,-2.5443551452938373,-1.5170138969834017,-78.96121796822347,0.0
0,1,0,0,0,1,1,1822,3.8033473281651737,2.8263233337201883,0.005945666082974138,42.9680669833512,1822,5.176750599876654,3.9961567945990004,0.005944910642186391,46.05096244724554
0,1,0,0,1,0,0,545,-2.7624215339591527,-2.1127839590477304,-15.024588926390829,-0.014801188496758174,545,-4.271241272437891,-2.8489807591405736,-94.95795562858758,-0.006146525664638052
0,1,0,0,1,0,1,189,-1.311748424225053,-0.8246577987718072,-7.534320892855381,0.0,189,3.433335003411929,2.185297782743211,0.024958998527909906,168.69469282772266
0,1,0,0,1,1,0,175,2.2931285134540444,1.1048942063420728,0.011539192951527779,144.5930883462633,175,-2.449003444378046,-1.388557676805675,-79.52478797539257,0.0
0,1,0,0,1,1,1,668,3.1244607354902874,2.5581204114792317,0.014232117452739196,24.5462729029458,668,4.8295619398561875,3.7686684913054416,0.011489384456051873,158.53970892975136
0,1,0,1,0,0,0,7,-5.9036288982577405,-5.498610920421668,-13.450169046337646,-0.619519166272096,7,-11.991518974632308,-8.108736239104628,-23.761405735072795,-4.483789010594216
0,1,0,1,0,0,1,4,-0.9198439067389915,-0.7957829948748627,-1.5393358324216846,-0.5484738047845561,4,1.7785078905743619,1.6311774439655653,1.3721143783932048,2.479562295973112
0,1,0,1,0,1,0,2,2.0420152810943732,2.0420152810943732,0.9743042118761505,3.109726350312596,2,-3.9445192250842194,-3.9445192250842194,-5.10772686434727,-2.781311585821169
0,1,0,1,0,1,1,12,2.6293122148155703,2.2162627742321934,0.26675968675362094,7.815992569215312,12,1.971046104039366,1.480669067963023,0.1712810847541043,4.3648330308372305
0,1,0,1,1,0,0,3,-2.0614785820177435,-0.6181560462591658,-5.162702750458477,-0.4035769493355877,3,-5.310054945144786,-3.7470787922576974,-11.007945747794832,-1.1751402953818273
0,1,0,1,1,0,1,2,-0.8150599212912961,-0.8150599212912961,-1.4310538790691703,-0.19906596351342193,2,1.2973023176881175,1.2973023176881175,0.7570955794007741,1.837509055975461
0,1,0,1,1,1,0,1,2.2787727547031906,2.2787727547031906,2.2787727547031906,2.2787727547031906,1,-3.146904748417074,-3.146904748417074,-3.146904748417074,-3.146904748417074
0,1,0,1,1,1,1,5,2.2829201297694803,2.8475105357767356,0.37663610660725577,3.411615132485051,5,3.727918856451171,3.0817252592640907,0.19270921969428684,7.712827253056381
0,1,1,0,0,0,0,46,-2.2470826787114064,-1.9493412924954265,-5.612147625276728,-0.010925179380674128,46,-3.594293075842816,-3.0563007599778924,-15.08320630885219,-0.006314279756626409
0,1,1,0,0,0,1,17,-1.2764227313222705,-1.1241158702447729,-3.271445051113827,-0.028752809855430182,17,3.383987392306139,2.664852071084841,0.31817863446683375,9.762018049317502
0,1,1,0,0,1,0,18,0.8278266378695514,0.5652843090755455,0.09668907933533578,2.826847870668752,18,-1.7817524263472717,-0.8475988424280254,-8.267104172880227,0.0
0,1,1,0,0,1,1,73,3.583095044752593,2.4750427789480307,0.06746329132367648,21.402304568467496,73,5.219002257296069,4.577357275078802,0.019141495280935138,21.057841982649265
0,1,1,0,1,0,0,93,-3.284435303350243,-2.668158624351109,-9.660101403484802,-0.1026297686290168,93,-4.701332428306936,-4.426484049565691,-18.45326608260225,-0.015793125338614086
0,1,1,0,1,0,1,36,-1.3418955782639044,-0.8984347944097987,-5.674998339694778,0.0,36,2.13128974202291,1.4326784426359147,0.07483911625687953,5.677430377448313
0,1,1,0,1,1,0,37,1.8375479274615314,1.5686736115951667,0.05854086805278916,5.3080658242022,37,-1.1664061371190537,-0.7795991331867657,-4.417053426956131,-0.0138929126065552
0,1,1,0,1,1,1,136,3.7310648639918,2.4261157617848124,0.06891950962281355,14.897957357261287,136,5.185732385802351,3.935602100671274,0.07554267351845853,22.736584140178273
0,1,1,1,0,0,0,49,-3.7797487541216936,-2.7144913703143008,-11.558183926274474,-0.05394338609962942,49,-4.759945217878287,-4.312089698848106,-11.640145019098874,-0.5409531920920801
0,1,1,1,0,0,1,16,-1.5337900784580134,-1.0172323205920648,-3.4273347295441905,-0.10095309369759851,16,3.525459159412944,3.3084921798434532,0.01373017538885019,9.788238164361516
0,1,1,1,0,1,0,18,1.4932077568829145,1.1609261692022435,0.14306951850158933,6.580893014792384,18,-2.2112712446016176,-1.4568197189010341,-8.395625130738066,-0.12133197261988943
0,1,1,1,0,1,1,78,2.9920688840042278,2.4922094225849625,0.00935216565722455,14.047511936966304,78,4.480577115910617,4.136078553881196,0.0429618769258818,22.282944402919806
0,1,1,1,1,0,0,106,-3.4854951544706148,-2.5025075690295866,-25.28127416970741,-0.06106467273565995,106,-3.796953683549341,-2.9187099999517128,-33.2480332439155,-0.03743535651948297
0,1,1,1,1,0,1,29,-1.5317499909951742,-0.8587089658335866,-5.415338431047307,0.0,29,3.0042031548561505,1.812562291629249,0.2669951458517736,11.4448910662397
0,1,1,1,1,1,0,44,1.3723324398773808,1.0127314514381587,0.013831869745985917,5.302265423742978,44,-1.7385075528935205,-1.3422077229209837,-7.147007325946476,-0.12024335413171142
0,1,1,1,1,1,1,169,3.382985882100156,2.825225031644539,0.06631964234806995,18.154051041125665,169,5.213986412947711,3.943062148766887,0.03166717199776369,16.8771997224111
1,0,0,0,0,0,0,72,-3.4343442313810266,-2.4556624312870285,-13.98304761169479,-0.1435213703992264,72,-5.2380737491217895,-3.3303546419586443,-17.808722891436414,-0.15429483635216582
1,0,0,0,0,0,1,45,-1.535009296181356,-0.9689435246782705,-5.055482518571984,0.0,45,2.805847511147178,2.474615972654574,0.04473781086387435,11.768870736803159
1,0,0,0,0,1,0,28,1.6316130416219854,0.9336218115455809,0.027034069851756368,4.858660854311003,28,-2.476070063141116,-2.080985365385943,-10.08030905652402,-0.07723609851533254
1,0,0,0,0,1,1,103,3.626360442571013,2.528133025820999,0.05460264405375553,21.305392277085584,103,5.7719028661988805,4.782130360651827,0.6325080962830905,28.377842999328916
1,0,0,0,1,0,0,70,-2.0470242532529928,-1.6646057042473295,-7.9862948188182,-0.048137526215388256,70,-3.6015609130297532,-2.583885234575484,-16.45032027910262,-0.0648820955035627
1,0,0,0,1,0,1,31,-1.6706859373788654,-1.6042075647802343,-3.6910461790108715,-0.23708006018028285,31,2.3985217845505615,1.6691562914861655,0.014514992924428684,6.070754510864701
1,0,0,0,1,1,0,43,1.5920037321814549,1.137424637441087,0.05218281549616037,7.610280790340494,43,-2.2668522791939325,-1.502757021560427,-10.18380825088747,-0.049201669175829105
1,0,0,0,1,1,1,115,3.3081529215329075,2.5198894819894337,0.014767197404403453,10.92205699916386,115,4.2353725607597745,3.2886902887118445,0.10971760696613952,14.356750573627114
1,0,0,1,0,0,0,57,-4.284532420448316,-4.082647972264272,-13.285399001351031,-0.023833593519483946,57,-5.593290468653608,-4.291299184163411,-23.179212574055473,-0.32019185122998195
1,0,0,1,0,0,1,13,-1.2656765504521037,-0.9536091359391032,-2.998506973118046,-0.2607068990706754,13,1.9028389735295053,1.5066455834922179,0.26013393693382736,4.516242089536591
1,0,0,1,0,1,0,13,1.8738108219779899,1.6107112807145334,0.2976473956846579,5.856839954844535,13,-4.476219113126874,-2.8698639260344847,-12.518587858891363,-0.19496229490934752
1,0,0,1,0,1,1,53,3.783172162870265,2.4550919719289395,0.08475483174899621,11.829787997293845,53,4.582527758971196,3.6324793724641466,0.10086158672379572,16.36706733828881
1,0,0,1,1,0,0,46,-2.8768481643549957,-2.0753122254574867,-14.591512800113055,-0.16715040902815836,46,-3.3400218506769033,-3.027523229740601,-9.166221815300625,-0.09868564014395839
1,0,0,1,1,0,1,18,-1.5961565221311667,-1.0250211880973015,-5.820686117945159,-0.05656107372805959,18,2.692119872372616,1.3641196881277802,0.063036471874564,10.930689718228978
1,0,0,1,1,1,0,11,2.032504987740379,1.0773383794985847,0.20431109769809497,4.797379134537338,11,-3.221775546083405,-3.29994087784835,-6.364137063294778,-0.08654926782285183
1,0,0,1,1,1,1,51,2.826536261035718,2.132067049126675,0.0924927978360568,13.142482212611606,51,3.8275697419743815,3.1677742101921953,0.02379406840312564,12.769879311394632
1,0,1,0,0,0,0,68,-3.506690837434404,-2.755676172190359,-10.69979790827691,-0.05096824025951093,68,-5.43965113164345,-4.013880108782152,-15.953420532083909,-0.0733233497585922
1,0,1,0,0,0,1,26,-2.63430764631836,-1.9267726813440236,-7.0875633321088465,-0.06576536196681373,26,3.414138329396254,1.86168277776243,0.21342353340108652,13.802709612114295
1,0,1,0,0,1,0,22,1.5808282998917433,1.2534564405823372,0.02184219824048839,4.488949675232674,22,-1.9554568557766485,-1.5115674170211149,-6.172397988849745,-0.0572316997222378
1,0,1,0,0,1,1,80,4.5075813154226525,4.0003147880567935,0.3678743956518955,18.41894363039989,80,5.877258666457618,4.536638981880944,0.02201492877191354,24.73515732419205
1,0,1,0,1,0,0,107,-2.265619446165219,-1.6953114444568904,-11.466411006398438,-0.08807778278698893,107,-2.7526269502315013,-1.9691532716170672,-12.494798550969676,-0.01913157342703835
1,0,1,0,1,0,1,40,-1.4242579083582558,-1.1284155647246423,-5.362040731250222,-0.03224752393181966,40,2.4081445572819016,2.0318051736877067,0.09041546777426487,6.883593556852976
1,0,1,0,1,1,0,40,1.7121170176140308,1.3540539722131935,0.033429576838642124,6.783328300562438,40,-2.0441799689286917,-1.5925808945608915,-10.166221983237866,0.0
1,0,1,0,1,1,1,100,2.960173374432965,2.437883490095663,0.09353088014845276,9.437955536956979,100,4.4961270284124195,3.561657729276339,0.04172391669694767,14.459756234183887
1,0,1,1,0,0,0,597,-3.1680205450519043,-2.342928309689688,-16.985321825638362,-0.007086715750052566,597,-4.294462189527994,-3.2625726765752283,-26.87811258865027,-0.038781951669787276
1,0,1,1,0,0,1,200,-1.650692829422975,-1.1861173646553373,-9.806560265441087,0.0,200,2.6280387422534637,1.6323059976986922,0.02064868737867313,26.387924108548944
1,0,1,1,0,1,0,176,1.5433525261375969,1.1217793030089702,0.047213481724465725,8.392173337816812,176,-2.676292891439986,-1.699402056425807,-18.062878091822775,-0.01727349448090982
1,0,1,1,0,1,1,634,3.912218181677569,2.8688750693603455,0.009694111226965766,34.564305621903394,634,5.2583665987221915,4.107561796028297,0.04575670814651048,34.18973769087818
1,0,1,1,1,0,0,1996,-2.946188929954545,-2.1438771742550946,-97.97967925386519,0.0,1996,-3.8458475417503593,-2.79975365238836,-97.70158603513114,0.0
1,0,1,1,1,0,1,853,-1.386305233073267,-0.9859341122266213,-8.81939227211519,0.0,853,2.4749528717304066,1.6631867957340352,0.0033473190733979826,155.44063679467584
1,0,1,1,1,1,0,738,1.5231428191777119,1.18438159038319,0.0047632278336697444,9.475113972129591,738,-2.565192064465529,-1.4583670211834852,-97.96619310720395,0.0
1,0,1,1,1,1,1,2538,3.3302920300028043,2.4125210882170096,0.007205058029913461,165.83045525995394,2538,4.719169344905663,3.690347593847846,0.001547320372683164,105.15568660216653
1,1,0,0,0,0,0,323,-3.306670430275368,-2.38080326569437,-15.45568542952534,0.0,323,-4.722568987806919,-3.439525507257226,-25.624918404974807,-0.017623024425287355
1,1,0,0,0,0,1,118,-1.9030554019960992,-1.2566669683648808,-15.427307892890427,-0.020460993905255163,118,2.6891215680219154,1.9431016770847052,0.03569690777044809,15.539130902331944
1,1,0,0,0,1,0,94,1.8641946626614938,1.0329724358653523,0.020771641885080645,13.446013667990048,94,-2.813261362774617,-1.8945802279304882,-14.48700197281376,0.0
1,1,0,0,0,1,1,353,4.031519397231558,2.9051301219560757,0.03587647067757582,26.768745206493655,353,5.444330017342985,4.0457872117534475,0.021447281390825718,26.561389572696008
1,1,0,0,1,0,0,115,-2.366912751333311,-1.7318956892244175,-10.206178656685267,-0.0032475911733175836,115,-3.657762998613169,-2.7827301584783855,-15.539445648064568,-0.03685501926056674
1,1,0,0,1,0,1,43,-2.0775814886320854,-1.505246746996353,-8.563113193009816,0.0,43,3.147875401551305,2.0383276923859937,0.03267024853483361,15.144361979434157
1,1,0,0,1,1,0,32,6.595789041777927,0.7784415117854562,0.07184693418826617,170.96969255946112,32,-1.4872911286207817,-1.1791805309326666,-6.00516165769839,-0.034815061535008324
1,1,0,0,1,1,1,87,3.366172163830473,2.855939092463974,0.008549269117577278,11.039908415823241,87,4.0703702163474995,3.0956073824939763,0.0947680242911072,27.581447018315714
1,1,0,1,0,0,0,10,-4.231062402763216,-2.647726795933489,-13.145524609838374,-0.21007503816332096,10,-3.8485940052687875,-3.0303235675241655,-8.86461462573834,-1.3710138676433963
1,1,0,1,0,0,1,5,-1.7279214651977834,-0.9495898352200873,-4.475545707471017,0.0,5,2.39615691371622,2.2479899712175815,0.6035923409922458,4.530842951303216
1,1,0,1,0,1,0,4,3.5205584618095895,2.302240484389408,0.30415089869342843,9.173601979766113,4,-1.5982054889757042,-1.2906007313129155,-3.4881586330723775,-0.32346186020460904
1,1,0,1,0,1,1,10,3.611190197162036,2.3411372711786664,0.6093302311275427,13.636547107950294,10,4.154138960376381,3.6440583298807234,0.04687571945559469,9.659437641159272
1,1,0,1,1,0,0,2,-2.457207944067262,-2.457207944067262,-3.691689328904721,-1.2227265592298033,2,-8.281483376994032,-8.281483376994032,-13.465896277978228,-3.097070476009837
1,1,0,1,1,1,1,1,5.483275198697868,5.483275198697868,5.483275198697868,5.483275198697868,1,10.075448176303247,10.075448176303247,10.075448176303247,10.075448176303247
1,1,1,0,0,0,0,680,-2.777952271800902,-2.102712254654298,-18.949523357047443,-0.011117702142582665,680,-4.113705165130832,-3.156766326050188,-22.97511521347217,-0.02454764349631336
1,1,1,0,0,0,1,357,-1.4237030794111027,-1.0242038302951388,-9.950455515898238,0.0,357,2.646307571145714,1.9514073734789823,0.010476950956165416,15.479598002782504
1,1,1,0,0,1,0,274,1.6719135535748535,1.1097754865953442,0.006414592768568952,11.550639017862807,274,-2.016059243130791,-1.4604929877330033,-10.432566168252338,0.0
1,1,1,0,0,1,1,988,2.9031720551469413,2.2287553976725896,0.0057113696457217235,20.795159980680786,988,4.354961043738394,3.237723505824478,0.008158851233746288,36.452662106069376
1,1,1,0,1,0,0,638,-2.8960047097889787,-2.455700044502781,-13.925997216006694,0.0,638,-3.9403985474348104,-3.4723547904663334,-19.685272810929945,-0.005935445519158808
1,1,1,0,1,0,1,233,-2.0100693903566658,-0.9450766619150079,-79.83158882860715,0.0,233,2.4306506900228833,1.6875790800258967,0.002935331865739433,12.498522347767823
1,1,1,0,1,1,0,168,3.2121424212362486,1.1153868270668208,0.01970672137678612,317.1432225113681,168,-2.4923613423366255,-1.7413523680906666,-11.969458526645228,-0.00786662578906094
1,1,1,0,1,1,1,696,3.160988045600646,2.437042826269991,0.022390772748652053,15.577391323168158,696,4.7341228124202726,3.833017165151162,0.011077663882577492,25.279265980689043
1,1,1,1,0,0,0,877,-2.9339388389296195,-2.2507649217221912,-15.969329037599767,0.0,877,-4.09560577241246,-3.1598143830863874,-22.973737042568366,0.0
1,1,1,1,0,0,1,350,-1.5194764639766118,-1.133949262967807,-9.091832986661384,0.0,350,3.0371492005673937,1.8948154662831211,0.014625197034533955,28.931955255597288
1,1,1,1,0,1,0,328,1.594950636215089,1.0083119532325313,0.01195654490692996,15.444092429363664,328,-2.104182639666246,-1.5712287993970069,-9.673104705203002,0.0
1,1,1,1,0,1,1,1074,3.4086302337344434,2.2622781356438475,0.004810493669002909,37.8795804259987,1074,4.9525293698471415,3.382760634024868,0.0043106639416006,55.24570605405882
1,1,1,1,1,0,0,2128,-3.002205981267315,-2.2286591182444724,-97.86470205127557,0.0,2128,-4.008069311484008,-3.0644172143671047,-97.73635349582979,0.0
1,1,1,1,1,0,1,828,-1.4285952166299278,-0.9994853969584863,-11.425523987117312,0.0,828,2.570755069973663,1.7999909166948247,0.01385566222216155,19.540238985850873
1,1,1,1,1,1,0,755,1.4921872119831128,1.0439767671018965,0.0026028078099107487,11.15172730394268,755,-2.3758996265407086,-1.4724602133540785,-97.8662274387522,0.0
1,1,1,1,1,1,1,2648,3.2882789835977286,2.4138513600586,0.003392097808528888,94.70771910616361,2648,4.717739720224925,3.598332989351521,0.007311446402173063,53.323583725633995
